song_number,song_title,song_lyrics
143,باسم المسيح نجتمع,"143
مقام:
ميزان:
نظم: (8)
باسم المسيح نجتمع
فإنه الفادي العظيم
يهوه يسوع المرتفع
وهو الرئيس من قديم
فالآب قد أقامه
مخلصا وريسا
وكل سلطان السما
والأرض له مطلقا
فهو إذا رأس لنا
في وسطنا كما وعد
هو هو أمسا كذا
واليوم وإلى الأبد
باسم أبيه يخبر
في وسطنا يسبح
بشخصه نفتخر
وبه أيضا نفرح
والروح أيضا يأخذ
مما له ويخبر
جماله يبدي لنا
مجده أيضا يظهر
فلنعط كلنا إذا
له مقاما ساميا
ولننتظر بطاعة
عونا ورشدا كاملا
فيا لغبطة لنا
إذ المسيح رأسنا
هذا هو امتيازنا
عن الشعوب حولنا
الكلمات:
الناظم:
اللحن:"
144,الاَن نحن نفرح,"144
مقام:
ميزان:
نظم: (8)
الآن نحن نفرح
بالرب رئيس الرعاه
فهو راعينا الصالح
من مات عنا برضاه
وصوته لذ لنا
فإنه الراعي الحبيب
صرنا إذا نميز
صوته من صوت الغريب
يعتني بكل القطيع
يشبع خيرا ودسم
فإنه الراعي الوديع
نبع العطايا والنعم
يرعانا بنعمته
دوما في مرعى البركات
حملانه في حضنه
أيضا يقود المرضعات
وهو الذي يحفظنا
هكذا بقوته
لن يستطيع أحد
يخطفنا من يده
وإن ضللنا في الطريق
يطلبنا بنفسه
فإنه الراعي الأمين
يهدينا من أجل اسمه
وطالما نحن هنا
يقودنا إلى التمام
وبعد ذا يأخذنا
إلى منازل السلام
الكلمات:
الناظم:
اللحن:"
145,هوذا الحبيب وافي,"145
مقام:
ميزان:
نظم: (8و7)
شخصه طبيب نفسي
صوته أيضا علاج
وبه يطيب قلبي
ويفيض بابتهاج
كلما أصبو إليه
لذ لي فيه الوفاق
كلما أدنو لديه
زادني له اشتياق
متى تسمع آذاني
صوت هتاف الحبيب
وأراه بالعيان
في جماله العجيب
عند ذا ينتهي حزني
وكل هم يغيب
وكذا يفرح قلبي
والأحبا بالحبيب
الكلمات:
الناظم:
اللحن:"
146,ليس للحب الذي,"المقام : 	Fm
الميزان: 	6/8
النظم: (8)
حَدِّثوني عَن يسوعَ
لا تَخُوضُوا في سِواهُ
(وَحْدَهُ يُشْبِعُ جُوعَا
فَهْوَ خُبْزي والمِياهُ)
حَدِّثوني عن يسوعَ
حَدِّثوني كَيْفَ يَدنو
يَلْمِسُ القَلْبَ الكَسيرا
(كَيْفَ يَرْثي كَيْفَ يَحنو
يَغْفِرُ الذَّنبَ الكَثيرا)
حَدِّثوني عن يسوعَ
حَدِّثوني كَيْفَ يَفْتَحْ
أَعْيُنَ العُمْيِ ويَشْفي
(وجِماحَ البَحْرِ يَكْبَحْ
يُطْلِقُ الأَسْرَى ويُحْيِي)
حَدِّثوني عن يسوعَ
حَدِّثُونِي عَنْ جَمَالٍ
شَهْوَةٍ لِلنَّاظِرِينا
(عَنْ صَلاحٍ عَنْ كَمَالٍ
يجذبان المؤمنينا)
حَدِّثوني عن يسوعَ
حَدِّثوني أَيُّ حُبٍّ
قادَهُ نَحْوَ الصَّليبِ
(فَمَشى أَصْعَبَ دَرْبٍ
أَيُّ شَخْصٍ كَحَبيبي)
حَدِّثوني عن يسوعَ
حَدِّثوني عَن شِفاءٍ
في الجِراحاتِ الحبيبه
(حَدِّثوني عَن عَزاءٍ
في التَّعالِيم ِ العجيبه)
حَدِّثوني عن يسوعَ
حَدِّثُونِي كَيْفَ يَسْمُو
فَوْقَ كُلِّ الْكَائِنَاتِ
(كَيْفَ يَمْتَازُ وَيَعْلُو
شَامِخًا رب الْحَيَاةِ)
حَدِّثوني عن يسوعَ
كتبها: 	سمير الشوملي
لحنها: 	فواز عميش"
147,إن قوتي كلما نفسي تجوع,"(إن قوتي كلما نفسي تجوع
ورجائي حين أذرف الدموع
وسلامي كلما خطبٌ يروع
من فدى نفسي مخلصي يسوع)
(هو بري إذ طمت فوقي الذنوب
هو ستري إن علت نفسي العيوب
هو نوري كلما الليلُ يؤوب
من فدى نفسي مخلصي يسوع)
(هو ربحي إن خسرتُ ما ليَ
هو أهلي إن طرحتُ نائيا
هو فرحي إن غدوتُ باكيا
من فدى نفسي مخلصي يسوع)
(في سكوني وانفرادي ألتقيه
يملأ ُ القلبَ هناءً ويُريه
حبَّه السامي وكم للنفس فيه
من فدى نفسي مخلصي يسوع)
(هو ذخري فيه كل ما أشاء
يا له ذخرًا غدا لي في السماء
فهو من أجلي هناك في العلاء
من فدى نفسي مخلصي يسوع)
كتبها: د. زكريا عوض الله
لحنها: د. إيليا زكريا"
148,محبة الابن الحبيب,"148
مقام:
ميزان:
نظم: (8)
محبة الابن الحبيب
بدت في منظر غريب
بانت في شخصه العجيب
بملئها فوق الصليب
محبة الابن الحبيب
كالموت في قوتها
فالموت ما استطاع أن
يطفي لظى لهيبها
يا عجبا من ذا الحبيب
من قال بلطف بديع
إن ارتفعت بالصليب
أجذب إلي الجميع
ها نحن من حول اسمك
نسكب طيب حمدنا
إذ نذكر موت الصليب
برهان ذا الحب لنا
ونحن نصنع العشا
قلوبنا بك تطيب
إذ نذكر الحب الذي
أتى بك إلى الصليب
وفي الصباح المرتجى
سنلتقيك في السحاب
فيكمل سجودنا
من حولك في بيت الآب
الكلمات:
الناظم:
اللحن:"
149,يا حمل الله يسوع,"149
مقام:
ميزان:
نظم: (8)
يا حمل الله يسوع
بالروح نجثو بالخشوع
ننظر حب الآب بل
ومجده السامي الرفيع
إذ يسطعان بالبها
في وجهك الحلو البديع
حضن أبيك يا ابن الله
كان ولم يزل سكناك
كنت سروره وكنت
فرحا دوما هناك
وكنت معه واحدا
في مجدك وفي بهاك
متضعا في المذود
يا حمل الله نراك
نراك سائحا غريب
في عالم أرست يداك
لا مسند لتستريح
إن بالشقا خارت قواك
وإذ نراك فدية
يا ربنا الفادي الحبيب
أوثقت كالذبيحة
حتى إلى عود الصليب
لتضرب عن ذنبنا
وتحمل الحكم الرهيب
نهتف من أعماقنا
أحببتنا حتى الدم
مجدا لك مجدا لك
بالقلب نشدو والفم
يا حمل الله لك
نشدو بأسمى نغم
الناظم: فيبي فارس
اللحن: إيليا زكريا عوض الله"
150,شهادتي أذيع,"150
مقام: F
ميزان: 6/8
نظم: (6و4و8)
شهادتي أذيع
بين الجموع
ليعرف الجميع
فدى يسوع
أصبحت بالفادي سعيد
من يوم مولدي الجديد
وفرحي دوما يزيد
لذاك أنشد
إياي قد فدى
ربي الحنون
ففزت بالفدا
على المنون
كنت أسيرا في الآثام
ففكني فادي الأنام
حررني إلى التمام
فالرب أحمد
جد بقيادتي
رب الهدى
ثبت شهادتي
طول المدى
اجعل مسيري في رضاك
دوما فأقتفي خطاك
وقوني أنا فتاك
للحق أشهد
ذوقوه وانظروا
فادي الورى
والناس خبروا
عما جرى
ما أطيب الرب الإله
لمن تيقن فداه
من جاءه نال النجاه
وراح يشهد
الكلمات:
الناظم:
اللحن:"
151,من يطلب للرب يجد,"151
مقام:
ميزان:
نظم: (8)
من يطلب الرب يجد
منه الوفاء والمدد
فهو إله صالح
رحمته إلى الأبد
هيا بنا نقترب
أمامه ونثق
فهو أمين كامل
في كل وعد يصدق
فمن يكون متعبا
من ثقل حمل في الحياه
فليلق حمله على
رب الحماء والنجاه
وهو يجيب المرتجي
ويهر كل الرضى
لا يذكر شر الخطا
ويصفح عما مضى
فنشكر ونحمد
ونكرم الذي وعد
فهو إله صالح
رحمته إلى الأبد
الكلمات:
الناظم:
اللحن:"
152,أبانا من حول المسيح,"152
مقام:
ميزان:
نظم: (8)
أبانا من حول المسيح
في وحدة تجمعنا
تتحد أصواتنا
نهدي لك إكرامنا
نشكرك في ربنا
ذاك الذي أحبنا
من عظم حبه لنا
قد صلب لأجلنا
وبه قد خلصتنا
طهرتنا بررتنا
ومركزا أعطيتنا
فيه، وقد باركتنا
فاقبل أبانا حمدنا
ونحن نجثو ساجدين
في اسم المسيح ربنا
ونسكب الطيب الثمين
الكلمات:
الناظم:
اللحن:"
153,نحن بنو الأب الرحيم,"153
مقام: Eb
ميزان: 6/8
نظم: (8و6)
نحن بنو الآب الرحيم
وكلنا إخوان
تجمعنا دار النعيم
يا حبذا المكان
إن تختلف أعدادنا
في الجنس واللسان
ارتبطت أفرادنا
بوحدة الإيمان
يسوع مقياس لنا
في الحب والإحسان
فلتشغلنا كلنا
محبة الإخوان
نبكي مع الباكي كما
نسر للفرحان
نحب بالحق لا
بالكلام واللسان
فلنعمل الخير
وبالأخص للإخوان
فإن ما نزرعه
نحصد في الأوان
الكلمات:
الناظم:
اللحن:"
154,علق الفادي على,"154
مقام:
ميزان:
نظم: (7)
علق الفادي على
عود صلب وأهين
كل هزء حمل
وهو رب العالمين
أظلمت شمس السما
شققت صم الصخور
شق ذلك الحجاب
فتحت تلك القبور
أسلم الروح ومات
عن فجار وخطاه
في ظلام القبر بات
وهو رئيس الحياه
دفن محيي الرميم
في ضريح كالبشر
واختفى الدر النظيم
ضمن مختوم الحجر
قام في الصبح المنير
فجلا ليل الدجى
موفيا عدل القدير
قاهرا جيش العدى
واعتلى العرش الرفيع
شافعا في المؤمنين
فلذا الفضل نذيع
شاكرين كل حين
الكلمات:
الناظم:
اللحن:"
155,احفظ حياتي ليكون,"155
مقام:
ميزان:
نظم: (8)
احفظ حياتي ليكون
تكريسها يا رب لك
واحفظني دوما شاكرا
طول الزمان عملك
واحفظ يدي محركا
لها بحبك العظيم
واحفظ خطى رجلي في
سلوك طرقك القويم
صوتي احفظن مرنما
لسيدي طول المدى
وشفتاي احفظهما
للنطق ببشرى الفدى
إرادتي احفظ فهي لك
ليس مرادي الآن لي
قلبي احفظن فيمتلك
بحب شخصك العلي
حبي احفظنه، ذاخرا
إياه كالكنز الثمين
وكن لنفسي حافظا
إني ضعيف يا معين
الكلمات:
الناظم:
اللحن:"
156,أمشي في النور كل الحياة,"في سيرك في ذي الحياه
سوف تراك الجموع
عش طاهراً روحاً جسد
حتى يروا فيك يسوع
هل فيك يرون يسوع؟2
الهج به دوماً كن عبداً يطوع
حتى يروا فيك يسوع
حياتك أمامهم
سفر كذاك المطبوع
هل للسما تقودهم
هل فيك يرون يسوع؟
هل فيك يرون يسوع؟2
الهج به دوماً كن عبداً يطوع
حتى يروا فيك يسوع"
1,لنا في كلام الإله الصمد,"إذ فديت الروح بالدم الكريم
يا حبيب القلب روحي فيك دومًا تهنأ
(يا هناء الروحِ يا خلي الحميم)
ق: يا حبيبي يا فدائي
يا طبيبي يا دوائي
يا حياتي يا غذائي
(يا هناء الروح يا ربي يسوع)
2- حام عني يوم تأتي الريح بالموج العنيف
في ظلام الليل ربي واحمني
ومر الريح وموج البحر حالا بالوقوف
(بل تعال يا حبيبي عزني)
ق: يا حبيبي يا فدائي
يا طبيبي يا دوائي
يا حياتي يا غذائي
(يا هناء الروح يا ربي يسوع)
3- وجهك المشرق بالنور ضيائي يا حبيب
وعزاء الروح في دنيا العنا
صوتك الحلو غذاء الروح والماء العجيب
(فيك ترتاح حياتي في هنا)
ق: يا حبيبي يا فدائي
يا طبيبي يا دوائي
يا حياتي يا غذائي
(يا هناء الروح يا ربي يسوع)"
